Time,Temp(*C),Humid(%)
22:47:10,24.6,64.4
22:47:15,24.6,64.4
22:47:21,24.6,64.4
22:47:34,24.6,64.4
22:47:40,24.6,64.4
22:47:45,24.6,64.3
22:47:51,24.6,64.3
22:47:59,24.6,64.2
22:48:07,24.6,64.2
22:48:17,24.6,64.3
22:48:23,24.6,64.3
22:48:28,24.6,64.3
22:48:34,24.6,64.3
22:48:39,24.6,64.3
22:48:45,24.6,64.3
22:48:51,24.6,64.3
22:48:56,24.6,64.3
22:49:02,24.7,64.4
22:49:07,24.6,64.3
22:49:23,24.6,64.3
22:49:28,24.6,64.3
22:49:34,24.7,64.4
22:49:42,24.6,64.3
22:49:47,24.6,64.3
22:49:53,24.7,64.3
22:49:59,24.6,64.2
22:50:04,24.6,64.2
22:50:12,24.6,64.2
22:50:18,24.6,64.2
22:50:26,24.6,64.2
22:50:31,24.6,64.2
22:50:37,24.6,64.2
22:50:42,24.7,64.3
22:50:48,24.7,64.3
22:50:53,24.7,64.3
22:51:01,24.6,64.3
22:51:07,24.7,64.4
22:51:13,24.7,64.4
22:51:18,24.7,64.4
22:51:24,24.7,64.3
22:51:32,24.7,64.3
22:51:37,24.6,64.3
22:51:43,24.7,64.3
22:51:48,24.7,64.3
22:51:54,24.7,64.3
22:51:59,24.7,64.3
22:52:05,24.6,64.3
22:52:10,24.7,64.3
22:52:16,24.7,64.3
22:52:21,24.7,64.3
22:52:27,24.7,64.3
22:52:32,24.7,64.2
22:52:38,24.7,64.2
22:52:44,24.7,64.1
22:52:49,24.7,64.1
22:52:55,24.7,64.1
22:53:00,24.7,64.1
22:53:06,24.7,64.1
22:53:11,24.7,64.1
22:53:17,24.7,64.1
22:53:22,24.7,64.1
22:53:28,24.7,64.1
22:53:33,24.7,64.1
22:53:39,24.7,64.1
22:53:44,24.7,64.1
22:53:50,24.7,64.2
22:53:58,24.7,64.2
22:54:04,24.7,64.2
22:54:09,24.7,64.2
22:54:15,24.7,64.2
22:54:20,24.7,64.1
22:54:26,24.7,64.1
22:54:31,24.7,64.1
22:54:37,24.7,64.1
22:54:47,24.7,64.1
22:54:53,24.7,64.1
22:54:58,24.7,64.1
22:55:04,24.7,64.1
22:55:09,24.7,64.1
22:55:15,24.7,64.1
22:55:21,24.7,64.1
22:55:29,24.7,64.1
22:55:34,24.7,64.0
22:55:40,24.7,64.0
22:55:45,24.7,64.1
22:55:51,24.7,64.1
22:55:56,24.7,64.1
22:56:02,24.7,64.1
22:56:07,24.7,64.1
22:56:13,24.7,64.1
22:56:18,24.7,64.1
22:56:29,24.7,64.1
22:56:34,24.7,64.1
22:56:43,24.7,64.1
22:56:48,24.7,64.0
22:56:54,24.7,64.0
22:56:59,24.7,64.0
22:57:05,24.7,64.0
22:57:10,24.7,64.0
22:57:16,24.7,64.0
22:57:24,24.7,64.1
22:57:32,24.7,64.1
22:57:37,24.7,64.1
22:57:48,24.7,64.0
22:57:54,24.7,64.0
22:57:59,24.7,64.0
22:58:05,24.7,64.0
22:58:10,24.7,63.9
22:58:21,24.7,63.9
22:58:26,24.7,63.9
22:58:32,24.7,63.9
22:58:37,24.8,64.0
22:58:43,24.7,63.9
22:58:48,24.8,64.0
22:58:54,24.7,64.0
22:59:02,24.7,64.0
22:59:10,24.8,64.0
22:59:16,24.7,64.0
22:59:24,24.7,63.9
22:59:29,24.7,63.9
22:59:35,24.7,63.9
22:59:40,24.7,63.9
22:59:46,24.7,64.0
22:59:51,24.7,64.0
22:59:57,24.7,64.0
23:00:02,24.7,64.1
23:00:08,24.7,64.0
23:00:13,24.7,64.0
23:00:19,24.7,64.0
23:00:25,24.7,64.0
23:00:30,24.7,64.0
23:00:36,24.7,64.0
23:00:41,24.7,64.0
23:00:47,24.7,64.0
23:00:52,24.7,64.0
23:00:58,24.7,63.9
23:01:03,24.7,63.9
23:01:09,24.7,63.9
23:01:14,24.7,63.9
23:01:20,24.7,63.9
23:01:25,24.7,63.9
23:01:31,24.7,63.9
23:01:36,24.7,63.9
23:01:42,24.8,63.9
23:01:48,24.7,63.9
23:01:53,24.8,63.9
23:01:59,24.8,63.9
23:02:04,24.7,63.8
23:02:10,24.8,64.0
23:02:15,24.8,64.0
23:02:23,24.7,64.0
23:02:29,24.7,64.0
23:02:34,24.7,64.0
23:02:40,24.8,64.0
23:02:45,24.8,64.0
23:02:51,24.7,63.9
23:02:56,24.8,63.9
23:03:02,24.7,63.8
23:03:08,24.8,63.9
23:03:13,24.7,63.9
23:03:19,24.7,64.0
23:03:24,24.8,64.1
23:03:30,24.8,64.1
23:03:40,24.8,64.1
23:03:46,24.8,64.1
23:03:51,24.7,64.0
23:03:57,24.8,64.1
23:04:05,24.8,64.1
23:04:10,24.7,64.0
23:04:16,24.8,64.1
23:04:22,24.8,64.0
23:04:27,24.8,64.0
23:04:33,24.8,64.0
23:04:38,24.8,64.0
23:04:44,24.8,64.0
23:04:49,24.8,64.0
23:04:55,24.8,63.9
23:05:00,24.8,63.9
23:05:06,24.8,64.0
23:05:11,24.8,64.0
23:05:19,24.8,64.0
23:05:27,24.8,64.0
23:05:33,24.8,64.0
23:05:38,24.8,64.0
23:05:44,24.8,64.0
23:05:50,24.8,64.0
23:05:55,24.8,64.0
23:06:01,24.8,64.0
23:06:06,24.8,64.0
23:06:12,24.8,64.1
23:06:17,24.8,64.1
23:06:23,24.8,64.0
23:06:28,24.8,64.0
23:06:34,24.8,64.0
23:06:39,24.8,64.0
23:06:45,24.8,64.0
23:06:50,24.8,64.0
23:06:56,24.8,64.0
23:07:01,24.8,64.0
23:07:07,24.8,63.9
23:07:13,24.8,64.0
23:07:18,24.8,63.9
23:07:24,24.8,63.9
23:07:29,24.8,63.9
23:07:35,24.8,63.8
23:07:45,24.8,63.8
23:07:53,24.8,63.7
23:07:59,24.8,63.7
23:08:04,24.8,63.7
23:08:10,24.8,63.7
23:08:15,24.8,63.7
23:08:21,24.8,63.7
23:08:29,24.8,63.7
23:08:35,24.8,63.6
23:08:40,24.8,63.6
23:08:46,24.8,63.7
23:08:54,24.8,63.7
23:09:02,24.8,63.7
23:09:07,24.8,63.7
23:09:13,24.8,63.7
23:09:18,24.8,63.7
23:09:24,24.8,63.7
23:09:29,24.8,63.7
23:09:35,24.8,63.7
23:09:40,24.8,63.7
23:09:46,24.8,63.7
23:09:52,24.8,63.7
23:09:57,24.8,63.7
23:10:05,24.8,63.7
23:10:11,24.8,63.7
23:10:16,24.8,63.7
23:10:22,24.8,63.7
23:10:30,24.8,63.7
23:10:38,24.8,63.7
23:10:43,24.8,63.7
23:10:49,24.8,63.7
23:10:54,24.8,63.7
23:11:00,24.8,63.7
23:11:06,24.8,63.7
23:11:11,24.8,63.6
23:11:17,24.8,63.6
23:11:22,24.8,63.6
23:11:28,24.8,63.6
23:11:33,24.8,63.6
23:11:39,24.8,63.6
23:11:44,24.8,63.7
23:11:50,24.8,63.7
23:11:55,24.8,63.7
23:12:01,24.8,63.7
23:12:06,24.8,63.7
23:12:12,24.8,63.7
23:12:17,24.8,63.7
23:12:23,24.8,63.7
23:12:31,24.8,63.7
23:12:37,24.8,63.7
23:12:42,24.8,63.7
23:12:48,24.8,63.7
23:12:53,24.8,63.7
23:12:59,24.8,63.7
23:13:04,24.8,63.7
23:13:12,24.8,63.7
23:13:18,24.8,63.7
23:13:23,24.8,63.7
23:13:29,24.8,63.6
23:13:37,24.8,63.7
23:13:43,24.9,63.7
23:13:51,24.8,63.6
23:13:56,24.8,63.6
23:14:02,24.8,63.6
23:14:07,24.8,63.5
23:14:15,24.8,63.5
23:14:23,24.9,63.5
23:14:29,24.8,63.5
23:14:34,24.8,63.5
23:14:40,24.9,63.5
23:14:48,24.9,63.5
23:14:56,24.9,63.5
23:15:02,24.9,63.5
23:15:07,24.8,63.4
23:15:13,24.9,63.5
23:15:18,24.9,63.5
23:15:24,24.8,63.4
23:15:29,24.9,63.5
23:15:35,24.9,63.5
23:15:40,24.9,63.5
23:15:46,24.9,63.5
23:15:54,24.9,63.5
23:16:02,24.9,63.4
23:16:07,24.9,63.4
23:16:13,24.9,63.4
23:16:19,24.9,63.4
23:16:24,24.9,63.4
23:16:30,24.8,63.4
23:16:35,24.9,63.4
23:16:41,24.8,63.4
23:16:46,24.9,63.5
23:16:54,24.9,63.5
23:17:02,24.9,63.5
23:17:08,24.8,63.4
23:17:13,24.9,63.5
23:17:19,24.8,63.4
23:17:24,24.9,63.4
23:17:30,24.9,63.5
23:17:38,24.9,63.4
23:17:46,24.9,63.4
23:18:35,24.9,63.4
23:19:23,24.9,63.4
23:20:11,24.8,63.3
23:21:00,24.9,63.3
23:21:48,24.9,63.3
23:21:54,24.9,63.3
23:21:59,24.9,63.3
23:22:07,24.9,63.3
23:22:13,24.9,63.3
23:22:18,24.9,63.3
23:22:24,24.9,63.3
23:22:30,24.9,63.3
23:22:38,24.9,63.3
23:22:48,24.9,63.3
23:22:54,24.9,63.3
23:23:02,24.9,63.3
23:23:07,24.9,63.3
23:23:13,24.9,63.3
23:23:18,24.9,63.3
23:23:24,24.9,63.3
23:23:29,24.9,63.3
23:23:35,24.9,63.3
23:23:41,24.9,63.3
23:23:46,24.9,63.3
23:23:57,24.9,63.3
23:24:02,24.9,63.3
23:24:08,24.9,63.3
23:24:18,24.9,63.3
23:24:24,24.9,63.3
23:24:29,24.9,63.3
23:24:37,24.9,63.3
23:24:45,24.9,63.3
23:24:54,24.9,63.3
23:24:59,24.9,63.3
23:25:05,24.9,63.3
23:25:10,24.9,63.3
23:25:16,24.9,63.3
23:25:24,24.9,63.3
23:25:32,24.9,63.2
23:25:37,24.9,63.2
23:25:45,24.9,63.3
23:25:51,24.9,63.3
23:25:56,25.0,63.3
23:26:02,24.9,63.2
23:26:07,24.9,63.2
23:26:13,24.9,63.2
23:26:19,24.9,63.2
23:26:24,24.9,63.2
23:26:30,24.9,63.2
23:26:35,24.9,63.2
23:26:41,25.0,63.3
23:26:49,24.9,63.2
23:26:57,24.9,63.3
23:27:05,24.9,63.3
23:27:13,24.9,63.3
23:27:18,24.9,63.3
23:27:24,24.9,63.4
23:27:30,24.9,63.3
23:27:35,24.9,63.3
23:27:41,25.0,63.3
23:27:46,24.9,63.3
23:27:54,24.9,63.3
23:28:00,25.0,63.3
23:28:05,24.9,63.3
23:28:13,24.9,63.3
23:28:19,25.0,63.3
23:28:24,25.0,63.3
23:28:30,25.0,63.3
23:28:35,24.9,63.2
23:28:41,24.9,63.2
23:28:46,24.9,63.2
23:28:52,24.9,63.2
23:28:58,24.9,63.2
23:29:03,24.9,63.2
23:29:09,25.0,63.3
23:29:14,24.9,63.3
23:29:20,24.9,63.3
23:29:25,24.9,63.3
23:29:31,25.0,63.4
23:29:39,24.9,63.3
23:29:44,25.0,63.4
23:29:52,24.9,63.3
23:29:58,24.9,63.3
23:30:03,24.9,63.3
23:30:09,24.9,63.3
23:30:15,25.0,63.3
23:30:20,24.9,63.3
23:30:28,25.0,63.3
23:30:34,25.0,63.3
23:30:39,24.9,63.2
23:30:45,24.9,63.2
23:30:50,24.9,63.2
23:30:56,25.0,63.3
23:31:01,24.9,63.2
23:31:07,24.9,63.2
23:31:15,25.0,63.3
23:31:20,24.9,63.2
23:31:26,25.0,63.3
23:31:31,25.0,63.3
23:31:37,24.9,63.2
23:31:43,24.9,63.2
23:31:48,24.9,63.2
23:31:54,25.0,63.3
23:31:59,24.9,63.2
23:32:05,24.9,63.2
23:32:10,24.9,63.2
23:32:18,25.0,63.2
23:32:26,25.0,63.2
23:32:32,24.9,63.1
23:32:37,24.9,63.2
23:32:43,24.9,63.1
23:32:51,25.0,63.2
23:32:57,24.9,63.1
23:33:02,25.0,63.2
23:33:08,25.0,63.2
23:33:13,25.0,63.2
23:33:19,24.9,63.2
23:33:24,25.0,63.2
23:33:30,25.0,63.3
23:33:35,25.0,63.3
23:33:41,25.0,63.3
23:33:49,25.0,63.3
23:33:54,24.9,63.2
23:34:00,25.0,63.3
23:34:05,24.9,63.2
23:34:14,24.9,63.2
23:34:19,24.9,63.2
23:34:25,25.0,63.2
23:34:33,24.9,63.1
23:34:38,25.0,63.2
23:34:49,25.0,63.2
23:34:54,25.0,63.2
23:35:00,24.9,63.1
23:35:05,24.9,63.1
23:35:11,25.0,63.1
23:35:16,25.0,63.1
23:35:22,24.9,63.1
23:35:27,25.0,63.2
23:35:33,25.0,63.2
23:35:39,25.0,63.1
23:35:44,25.0,63.1
23:35:50,24.9,63.1
23:35:55,25.0,63.1
23:36:01,25.0,63.1
23:36:06,25.0,63.2
23:36:12,25.0,63.2
23:36:20,25.0,63.2
23:36:25,25.0,63.2
23:36:33,25.0,63.2
23:36:44,25.0,63.2
23:36:52,24.9,63.1
23:37:00,25.0,63.1
23:37:06,25.0,63.1
23:37:11,24.9,63.1
23:37:17,24.9,63.1
23:37:22,24.9,63.0
23:37:30,24.9,63.0
23:37:36,25.0,63.1
23:37:41,24.9,63.0
23:37:47,24.9,63.0
23:37:52,25.0,63.1
23:37:58,25.0,63.1
23:38:06,25.0,63.1
23:38:12,25.0,63.1
23:38:20,25.0,63.2
23:38:25,25.0,63.3
23:38:31,25.0,63.3
23:38:36,25.0,63.3
23:38:42,25.0,63.3
23:38:50,25.0,63.3
23:38:55,25.0,63.2
23:39:01,25.0,63.2
23:39:09,25.0,63.3
23:39:14,25.0,63.3
23:39:20,25.0,63.3
23:39:28,25.0,63.3
23:39:36,25.0,63.3
23:39:42,25.0,63.3
23:39:50,25.0,63.3
23:39:55,25.0,63.3
23:40:01,25.0,63.3
23:40:06,24.9,63.2
23:40:12,25.0,63.2
23:40:17,25.0,63.2
23:40:23,25.0,63.2
23:40:28,25.0,63.2
23:40:34,25.0,63.2
23:40:39,25.0,63.2
23:40:45,25.0,63.3
23:40:51,25.0,63.3
23:40:56,25.0,63.3
23:41:14,25.0,63.2
23:41:20,25.0,63.4
23:41:25,25.0,63.4
23:41:31,25.0,63.4
23:41:36,25.0,63.4
23:41:42,25.0,63.4
23:41:47,25.0,63.3
23:41:53,25.0,63.3
23:41:58,25.0,63.3
23:42:04,25.0,63.3
23:42:10,25.0,63.3
23:42:15,25.0,63.3
23:42:21,25.0,63.3
23:42:26,25.0,63.4
23:42:32,25.0,63.5
23:42:37,25.0,63.5
23:42:43,25.0,63.4
23:42:48,25.0,63.4
23:42:54,25.0,63.4
23:42:59,25.0,63.5
23:43:05,25.0,63.4
23:43:10,25.0,63.4
23:43:16,25.0,63.4
23:43:21,24.9,63.3
23:43:27,25.0,63.4
23:43:33,25.0,63.4
23:43:38,25.0,63.4
23:43:44,25.0,63.5
23:43:49,25.0,63.6
23:43:55,25.0,63.6
23:44:00,25.0,63.5
23:44:06,25.0,63.5
23:44:11,25.0,63.5
23:44:19,25.0,63.5
23:44:30,24.9,63.4
23:44:38,25.0,63.5
23:44:46,25.0,63.5
23:44:52,25.0,63.5
23:44:57,25.0,63.6
23:45:03,25.0,63.6
23:45:08,25.0,63.6
23:45:14,25.0,63.6
23:45:19,25.0,63.5
23:45:25,25.0,63.5
23:45:30,25.0,63.5
23:45:36,25.0,63.4
23:45:41,25.0,63.4
23:45:47,24.9,63.3
23:45:57,25.0,63.3
23:46:03,25.0,63.3
23:46:09,25.0,63.4
23:46:14,25.0,63.4
23:46:22,25.0,63.4
23:46:28,25.0,63.5
23:46:33,25.0,63.4
23:46:39,25.0,63.4
23:46:44,25.0,63.4
23:46:50,25.0,63.4
23:46:55,25.0,63.5
23:47:03,25.0,63.5
23:47:14,25.0,63.5
23:47:19,25.0,63.5
23:47:25,25.0,63.5
23:47:31,25.0,63.5
23:47:36,25.0,63.5
23:47:42,25.0,63.5
23:47:47,25.0,63.6
23:47:53,25.0,63.6
23:47:58,25.0,63.6
23:48:06,25.0,63.6
23:48:12,25.0,63.6
23:48:17,25.0,63.6
23:48:23,25.0,63.6
23:48:28,25.0,63.5
23:48:34,25.0,63.5
23:48:39,25.0,63.5
23:48:45,25.0,63.4
23:48:51,25.0,63.4
23:48:56,25.0,63.4
23:49:02,25.0,63.5
23:49:07,25.0,63.4
23:49:13,25.0,63.4
23:49:18,25.0,63.4
23:49:24,25.0,63.4
23:49:29,25.0,63.4
23:49:35,25.0,63.5
23:49:40,25.0,63.5
23:49:46,25.0,63.6
23:49:51,25.0,63.6
23:49:57,25.0,63.5
23:50:02,25.0,63.5
23:50:08,25.0,63.4
23:50:14,25.0,63.4
23:50:19,25.0,63.4
23:50:25,25.0,63.4
23:50:30,25.0,63.4
23:50:36,25.0,63.4
23:50:41,25.0,63.5
23:50:47,25.0,63.5
23:50:52,25.0,63.6
23:50:58,25.0,63.6
23:51:06,25.0,63.6
23:51:11,25.0,63.6
23:51:22,25.0,63.6
23:51:28,25.0,63.6
23:51:38,25.1,63.6
23:51:44,25.0,63.4
23:51:49,25.1,63.5
23:51:55,25.0,63.5
23:52:00,25.0,63.5
23:52:06,25.0,63.5
23:52:11,25.0,63.5
23:52:17,25.0,63.5
23:52:22,25.0,63.5
23:52:30,25.0,63.6
23:52:36,25.0,63.6
23:52:41,25.0,63.6
23:52:47,25.0,63.5
23:52:53,25.0,63.5
23:52:58,25.0,63.5
23:53:04,25.0,63.5
23:53:09,25.0,63.5
23:53:15,25.0,63.5
23:53:20,25.0,63.6
23:53:26,25.0,63.6
23:53:31,25.0,63.6
23:53:37,25.0,63.6
23:53:42,25.0,63.6
23:53:48,25.0,63.6
23:53:53,25.0,63.6
23:53:59,25.0,63.6
23:54:05,25.0,63.6
23:54:10,25.0,63.6
23:54:16,25.0,63.6
23:54:21,25.0,63.6
23:54:27,25.0,63.6
23:54:32,25.0,63.5
23:54:38,25.0,63.5
23:54:43,25.0,63.5
23:54:49,25.0,63.5
23:54:54,25.0,63.5
23:55:00,25.0,63.5
23:55:08,25.0,63.5
23:55:16,25.0,63.6
23:55:22,25.0,63.6
23:55:27,25.0,63.6
23:55:33,25.0,63.6
23:55:38,25.1,63.7
23:55:44,25.0,63.6
23:55:49,25.0,63.6
23:55:55,25.0,63.6
23:56:03,25.0,63.6
23:56:08,25.1,63.7
23:56:14,25.0,63.6
23:56:19,25.0,63.6
23:56:25,25.0,63.6
23:56:30,25.0,63.6
23:56:36,25.1,63.7
23:56:42,25.0,63.6
23:56:47,25.0,63.6
23:56:53,25.1,63.7
23:56:58,25.0,63.6
23:57:04,25.0,63.5
23:57:09,25.0,63.5
23:57:15,25.1,63.6
23:57:20,25.0,63.5
23:57:31,25.1,63.7
23:57:36,25.1,63.7
23:57:42,25.1,63.7
23:57:47,25.1,63.7
23:57:53,25.0,63.6
23:57:58,25.1,63.7
23:58:04,25.1,63.7
23:58:10,25.1,63.7
23:58:15,25.0,63.6
23:58:21,25.0,63.6
23:58:26,25.1,63.7
23:58:34,25.0,63.6
23:58:40,25.1,63.7
23:58:45,25.0,63.6
23:58:51,25.0,63.6
23:58:56,25.1,63.7
23:59:02,25.1,63.7
23:59:07,25.0,63.6
23:59:13,25.1,63.7
23:59:18,25.0,63.6
23:59:24,25.0,63.6
23:59:30,25.0,63.6
23:59:35,25.0,63.7
23:59:41,25.1,63.7
23:59:46,25.1,63.7
23:59:52,25.0,63.6
23:59:57,25.0,63.6
00:00:03,25.0,63.6
00:00:08,25.0,63.6
00:00:14,25.0,63.6
00:00:19,25.1,63.7
00:00:25,25.1,63.7
00:00:30,25.0,63.6
00:00:38,25.0,63.6
00:00:44,25.0,63.6
00:00:49,25.1,63.7
00:00:55,25.1,63.7
00:01:03,25.0,63.6
00:01:11,25.1,63.7
00:01:17,25.0,63.6
00:01:22,25.0,63.6
00:01:28,25.0,63.6
00:01:33,25.0,63.6
00:01:39,25.1,63.7
00:01:44,25.0,63.7
00:01:50,25.1,63.7
00:01:55,25.0,63.7
00:02:03,25.1,63.7
00:02:12,25.1,63.8
00:02:20,25.1,63.7
00:02:25,25.1,63.7
00:02:33,25.0,63.7
00:02:39,25.1,63.7
00:02:44,25.1,63.7
00:02:50,25.1,63.7
00:02:58,25.1,63.7
00:03:03,25.1,63.7
00:03:11,25.0,63.5
00:03:22,25.0,63.5
00:03:28,25.1,63.6
00:03:33,25.0,63.5
00:03:39,25.1,63.6
00:03:44,25.1,63.6
00:03:50,25.1,63.6
00:03:55,25.1,63.7
00:04:01,25.1,63.7
00:04:06,25.1,63.7
00:04:12,25.1,63.7
00:04:17,25.0,63.6
00:04:23,25.0,63.6
00:04:28,25.1,63.7
00:04:34,25.1,63.7
00:04:39,25.1,63.7
00:04:45,25.1,63.7
00:04:51,25.1,63.7
00:04:56,25.1,63.7
00:05:02,25.1,63.7
00:05:07,25.1,63.7
00:05:13,25.1,63.7
00:05:18,25.1,63.7
00:05:24,25.0,63.6
00:05:29,25.1,63.7
00:05:35,25.1,63.7
00:05:40,25.1,63.7
00:05:46,25.1,63.6
00:05:51,25.0,63.6
00:05:57,25.1,63.6
00:06:02,25.1,63.6
00:06:08,25.1,63.6
00:06:13,25.1,63.6
00:06:19,25.1,63.6
00:06:25,25.1,63.6
00:06:33,25.0,63.6
00:06:38,25.0,63.6
00:06:44,25.1,63.7
00:06:49,25.1,63.7
00:07:00,25.0,63.6
00:07:05,25.1,63.7
00:07:11,25.0,63.6
00:07:16,25.1,63.7
00:07:22,25.0,63.6
00:07:30,25.1,63.7
00:07:38,25.0,63.6
00:07:44,25.1,63.7
00:07:49,25.1,63.7
00:07:55,25.1,63.7
00:08:00,25.1,63.6
00:08:13,25.1,63.6
00:08:19,25.0,63.5
00:08:24,25.1,63.6
00:08:30,25.1,63.6
00:08:35,25.0,63.5
00:08:41,25.1,63.7
00:08:46,25.1,63.7
00:08:52,25.1,63.7
00:08:58,25.1,63.7
00:09:03,25.1,63.7
00:09:09,25.1,63.7
00:09:14,25.1,63.7
00:09:22,25.0,63.7
00:09:30,25.1,63.8
00:09:36,25.0,63.7
00:09:41,25.0,63.7
00:09:47,25.0,63.7
00:09:52,25.1,63.8
00:09:58,25.1,63.8
00:10:03,25.1,63.8
00:10:09,25.1,63.8
00:10:15,25.1,63.7
00:10:20,25.1,63.7
00:10:28,25.1,63.8
00:10:36,25.1,63.8
00:10:42,25.1,63.8
00:10:47,25.0,63.7
00:10:53,25.1,63.8
00:10:58,25.0,63.7
00:11:04,25.1,63.8
00:11:09,25.0,63.7
00:11:15,25.1,63.8
00:11:20,25.1,63.8
00:11:26,25.0,63.7
00:11:34,25.1,63.7
00:11:40,25.1,63.7
00:11:45,25.1,63.7
00:11:51,25.1,63.7
00:11:56,25.1,63.7
00:12:02,25.1,63.7
00:12:07,25.1,63.7
00:12:13,25.0,63.6
00:12:21,25.1,63.7
00:12:26,25.1,63.7
00:12:32,25.1,63.7
00:12:37,25.1,63.7
00:12:45,25.1,63.7
00:12:54,25.1,63.7
00:13:04,25.1,63.7
00:13:10,25.1,63.7
00:13:15,25.1,63.7
00:13:21,25.1,63.7
00:13:29,25.1,63.7
00:13:37,25.1,63.7
00:13:42,25.1,63.7
00:13:48,25.1,63.7
00:13:53,25.0,63.5
00:13:59,25.2,63.7
00:14:04,25.0,63.6
00:14:13,25.1,63.7
00:14:18,25.1,63.7
00:14:26,25.0,63.6
00:14:32,25.1,63.7
00:14:37,25.1,63.7
00:14:43,25.1,63.7
00:14:48,25.1,63.7
00:14:54,25.2,63.8
00:14:59,25.1,63.7
00:15:05,25.1,63.7
00:15:10,25.0,63.6
00:15:18,25.1,63.7
00:15:24,25.1,63.7
00:15:32,25.1,63.6
00:15:38,25.1,63.6
00:15:43,25.1,63.6
00:15:49,25.1,63.6
00:15:54,25.1,63.6
00:16:02,25.1,63.6
00:16:10,25.2,63.7
00:16:16,25.1,63.6
00:16:21,25.1,63.6
00:16:27,25.1,63.6
00:16:32,25.1,63.6
00:16:40,25.1,63.6
00:16:46,25.1,63.6
00:16:52,25.1,63.6
00:17:00,25.1,63.6
00:17:05,25.1,63.6
00:17:11,25.2,63.6
00:17:16,25.1,63.5
00:17:22,25.1,63.5
00:17:27,25.1,63.5
00:17:33,25.1,63.5
00:17:38,25.2,63.6
00:17:44,25.1,63.6
00:17:49,25.1,63.6
00:17:55,25.1,63.6
00:18:00,25.1,63.6
00:18:06,25.1,63.6
00:18:12,25.1,63.6
00:18:22,25.1,63.6
00:18:28,25.2,63.7
00:18:33,25.1,63.6
00:18:39,25.1,63.6
00:18:44,25.1,63.6
00:18:50,25.1,63.6
00:18:58,25.1,63.6
00:19:03,25.2,63.7
00:19:09,25.1,63.6
00:19:14,25.1,63.6
00:19:20,25.1,63.6
00:19:28,25.2,63.6
00:19:36,25.1,63.6
00:19:42,25.1,63.6
00:19:47,25.1,63.6
00:19:53,25.1,63.6
00:20:03,25.2,63.6
00:20:09,25.1,63.5
00:20:14,25.1,63.6
00:20:25,25.1,63.6
00:20:33,25.2,63.6
00:20:41,25.1,63.5
00:20:47,25.1,63.5
00:20:52,25.1,63.5
00:20:58,25.2,63.6
00:21:03,25.1,63.5
00:21:09,25.2,63.6
00:21:14,25.1,63.5
00:21:20,25.1,63.5
00:21:28,25.1,63.5
00:21:36,25.1,63.5
00:21:41,25.1,63.5
00:21:47,25.1,63.6
00:21:52,25.1,63.6
00:21:58,25.1,63.6
00:22:06,25.2,63.6
00:22:12,25.1,63.5
00:22:17,25.2,63.6
00:22:25,25.2,63.6
00:22:33,25.1,63.5
00:22:44,25.2,63.6
00:22:52,25.2,63.5
00:22:57,25.2,63.5
00:23:03,25.1,63.5
00:23:09,25.1,63.4
00:23:14,25.1,63.4
00:23:20,25.1,63.5
00:23:25,25.2,63.5
00:23:31,25.1,63.5
00:23:36,25.1,63.4
00:23:44,25.1,63.4
00:23:50,25.1,63.5
00:23:55,25.1,63.5
00:24:01,25.2,63.5
00:24:06,25.1,63.5
00:24:12,25.1,63.4
00:24:17,25.1,63.5
00:24:23,25.1,63.4
00:24:28,25.1,63.5
00:24:34,25.1,63.5
00:24:40,25.1,63.5
00:24:45,25.1,63.5
00:24:53,25.1,63.5
00:25:01,25.1,63.5
00:25:09,25.2,63.6
00:25:20,25.2,63.6
00:25:30,25.1,63.5
00:25:36,25.1,63.5
00:25:42,25.1,63.5
00:25:47,25.1,63.5
00:25:53,25.1,63.5
00:25:58,25.1,63.6
00:26:04,25.1,63.6
00:26:14,25.1,63.5
00:26:20,25.1,63.5
00:26:25,25.1,63.4
00:26:36,25.2,63.6
00:26:41,25.1,63.5
00:26:47,25.1,63.5
00:26:55,25.1,63.5
00:27:03,25.1,63.5
00:27:09,25.2,63.6
00:27:14,25.1,63.5
00:27:20,25.2,63.6
00:27:25,25.2,63.6
00:27:31,25.1,63.6
00:27:39,25.2,63.6
00:27:44,25.2,63.6
00:27:50,25.2,63.6
00:27:55,25.1,63.6
00:28:01,25.1,63.6
00:28:06,25.1,63.6
00:28:14,25.2,63.7
00:28:20,25.1,63.6
00:28:26,25.2,63.6
00:28:31,25.1,63.6
00:28:37,25.1,63.6
00:28:42,25.1,63.6
00:28:50,25.2,63.7
00:29:03,25.2,63.7
00:29:11,25.1,63.6
00:29:19,25.2,63.7
00:29:30,25.2,63.6
00:29:36,25.1,63.6
00:29:41,25.1,63.6
00:29:47,25.2,63.7
00:29:52,25.2,63.7
00:29:58,25.1,63.7
00:30:03,25.2,63.7
00:30:09,25.1,63.7
00:30:19,25.2,63.8
00:30:25,25.1,63.7
00:30:30,25.1,63.7
00:30:36,25.2,63.7
00:30:47,25.2,63.8
00:30:52,25.1,63.7
00:30:58,25.2,63.8
00:31:03,25.1,63.7
00:31:09,25.2,63.7
00:31:14,25.1,63.6
00:31:20,25.1,63.6
00:31:25,25.2,63.7
00:31:31,25.2,63.7
00:31:36,25.2,63.7
00:31:42,25.2,63.7
00:31:47,25.2,63.7
00:31:53,25.2,63.6
00:31:58,25.1,63.6
00:32:04,25.1,63.6
